id,sentiment
"12311_10",0.485148958173056
"8348_2",0.4814127415564683
"5828_4",0.5557812568569461
"7186_2",0.5980723099592667
"12128_7",0.4091908625419275
"2913_8",0.6112996085760933
"4396_1",0.5516427278622638
"395_2",0.5320176040807993
"10616_1",0.5089075768931192
"9074_9",0.5811123277003779
"9252_3",0.4804499704357146
"9896_9",0.4795851011285979
"574_4",0.5224767098086761
"11182_8",0.5617805944475541
"11656_4",0.37129891143491683
"2322_4",0.48721311860281447
"8703_1",0.5081055561546484
"7483_1",0.4823574760537039
"6007_10",0.5171167145674195
"12424_4",0.5349058823029066
"4672_1",0.45999457707140734
"10841_3",0.4966620926366657
"8954_7",0.5353578660961803
"7392_1",0.5271988920205496
"10288_8",0.7218762955515542
"5343_4",0.4970229476194599
"4950_1",0.5239273320088489
"9257_4",0.49342958386838476
"8689_3",0.5660843964638674
"4480_2",0.44647093862860826
"9286_10",0.40050136668306896
"12245_10",0.49043380593018854
"7529_7",0.6017928125432878
"4_4",0.5130620411719864
"5299_2",0.4809056975022825
"12077_8",0.5636074594661721
"10701_2",0.48051640843401244
"11579_1",0.4820961571336616
"10993_1",0.5438014051694137
"8913_1",0.5789962806499236
"1350_3",0.565351074636529
"3804_2",0.5047370738885522
"5025_3",0.47718644680517247
"5170_8",0.5038815998419878
"8225_8",0.37550549500951835
"6427_7",0.47866297603733
"3165_3",0.6076609649129944
"7902_9",0.5347081142784051
"8208_3",0.4697393633490767
"3577_8",0.3099443355930712
"4865_1",0.5402398223390881
"9063_3",0.6023713281364155
"1106_1",0.48347011346820695
"1117_9",0.48973684220735647
"1050_4",0.33783222667135476
"10755_9",0.4012088604873288
"2729_8",0.6265307817707427
"10072_10",0.5069838084367624
"2904_7",0.4683914514793613
"4584_2",0.48211048730579836
"189_4",0.5894157742689553
"6302_4",0.5426972131528915
"8138_9",0.5154013026917513
"1262_1",0.5273175548243526
"2199_10",0.5852073745873696
"6551_7",0.4392769474094613
"8082_7",0.5885468427293629
"4897_8",0.5179905267712206
"7360_1",0.4865216603597427
"11012_10",0.5222028755264246
"12046_1",0.5172861283258477
"2331_2",0.49843682169776343
"8961_9",0.4667788454568307
"751_7",0.40251397102909126
"9884_10",0.5027238802067804
"10016_8",0.42863593834385916
"8023_10",0.4943098182386566
"2628_1",0.5098677379106702
"5832_1",0.5442634397957844
"7302_1",0.4252987934067638
"4501_3",0.5530375770151903
"1121_7",0.6138477590338123
"8334_3",0.4930997746251774
"9789_10",0.42639648948004677
"4230_10",0.4869769843023912
"824_4",0.656392714410952
"6803_9",0.5594378023411682
"3086_7",0.5124198565013919
"1135_8",0.5056049411093647
"10136_1",0.4887675882457483
"11129_3",0.5181269567570296
"2072_8",0.5534500576789381
"9501_7",0.5788396365509275
"319_10",0.5074953017812014
"1693_7",0.5395169794661645
"10886_1",0.4483943972684424
"9406_8",0.5000907958307717
"10376_10",0.5066785764177617
"9902_1",0.5122519575461347
"9938_8",0.383854711352019
"7080_9",0.5059980851520007
"11944_8",0.5238515290963511
"5249_1",0.45760142414318367
"9599_2",0.5567047792221625
"9620_1",0.5553523681975263
"11244_1",0.5499421673075908
"6841_10",0.5051394719555946
"10050_4",0.5645123655647708
"10512_9",0.4616757635471076
"11327_3",0.451573882527809
"10681_8",0.5264360638292918
"808_3",0.568481541832912
"546_7",0.4711166610762865
"10765_1",0.5911819897583006
"7189_9",0.517324056987272
"6005_9",0.5607137783735062
"11915_9",0.41307824737280646
"5740_10",0.49916048338124275
"7097_10",0.5492457970594168
"9573_10",0.45921594286192163
"5084_4",0.49535488666688204
"12332_7",0.5029115671844985
"8154_1",0.5126629941253524
"5610_1",0.6081945560980907
"5323_9",0.5034883233186008
"11034_8",0.47318235324239755
"3977_2",0.5115201702391801
"12380_7",0.41445688067221725
"1737_8",0.5986000293865591
"6030_9",0.576848578457867
"5918_7",0.5405375808935718
"7061_9",0.5109872221510766
"266_8",0.4978319613088812
"1375_10",0.4816344618858676
"8648_3",0.510789492352432
"10146_10",0.5131453089284792
"4578_10",0.4352286332719095
"4685_8",0.5556062612897197
"11843_9",0.5205687956932256
"5467_10",0.5057630208461965
"10140_10",0.5333043091149646
"7721_8",0.44965049709647387
"11208_10",0.49387817190375055
"1063_10",0.5345557351298951
"8260_10",0.49936204386952215
"3182_9",0.4560180985176748
"2797_8",0.4187693862444735
"7613_2",0.5477103367733556
"11624_4",0.4974777033094311
"4847_10",0.5402643181516877
"10684_7",0.5491523970492953
"6312_1",0.5263367658773656
"4925_3",0.5027525328795278
"4125_1",0.5080636036517865
"2394_10",0.46933317199158564
"12105_10",0.4592015320714837
"7812_1",0.5472383458381719
"1061_8",0.5275861363699011
"9343_3",0.4519682206163828
"7696_10",0.4868186172407712
"9355_10",0.4702907171689644
"782_9",0.47271375373709884
"9882_10",0.5659378923841365
"10642_10",0.46049009443687694
"7410_2",0.4861238943139574
"9591_4",0.453365510387864
"11902_3",0.37358899692116837
"3495_7",0.5480626588993007
"6733_1",0.5012054712425664
"4552_1",0.5474756145094345
"6722_1",0.46270709176752106
"188_10",0.5731677513128326
"5099_10",0.5414885580581627
"10313_1",0.5045916654370293
"6756_9",0.4439658971670058
"6622_2",0.4615363334991352
"4807_10",0.5696105659056957
"7173_3",0.5077147686520554
"11321_8",0.5024105985870323
"7909_9",0.4971159966228076
"8012_7",0.4950334768789352
"8615_4",0.4545203731423669
"8117_10",0.45817413240203053
"1892_10",0.4836898998034224
"4617_1",0.566804673431647
"1893_8",0.5297480642459313
"5435_1",0.5318198247944067
"162_3",0.4788949100400906
"6516_10",0.5722035962371788
"11588_7",0.5931321137627479
"2006_1",0.5732815861668069
"1594_4",0.5475989392431452
"1472_1",0.5548813448146792
"3647_1",0.5434653568792206
"174_7",0.3732388267509052
"5539_7",0.4986530172265654
"3384_10",0.43883471811171143
"3811_4",0.6279236616348854
"4079_8",0.47227080514169073
"1179_7",0.5207487845467614
"3069_9",0.45346622762265987
"3769_8",0.5268988815102719
"9247_10",0.48793978585439146
"10434_1",0.5588182857567477
"1147_10",0.5556936763965363
"5344_7",0.4818817717562381
"8073_10",0.562302890997138
"7833_3",0.5014712335573797
"8370_1",0.4971778305269731
"9007_8",0.4459847229293929
"6624_7",0.492493976064714
"6683_3",0.48148232268177005
"12275_7",0.5177040951854043
"11927_8",0.46825215097912176
"1560_10",0.46955912722053006
"1325_9",0.5735851849193374
"3548_8",0.5035555201168392
"607_1",0.5293927325163064
"6702_7",0.44585534276048333
"5702_3",0.4371662946584975
"11345_8",0.5376421032785091
"3428_4",0.4477858062358698
"7209_9",0.5420807659994237
"8425_8",0.5501841334984335
"3087_1",0.5209439531760631
"1119_8",0.5415292423232797
"5715_3",0.47490864595870513
"8645_1",0.3619696886170358
"2149_3",0.6293379740816764
"10403_10",0.5808220426587871
"5628_1",0.4808413098532886
"5570_10",0.41274031018455565
"1613_3",0.5300752615533981
"1454_4",0.4567260016134474
"5094_3",0.5073502143275597
"7982_1",0.5324950216905927
"6894_2",0.47549372807524437
"6554_1",0.5352109286714165
"4721_3",0.5067090426545287
"6904_4",0.5531057434964047
"893_8",0.4863189261666876
"4605_4",0.4338749607886302
"11516_7",0.43955292199187035
"11718_7",0.47260491691824735
"5956_1",0.46733687997423234
"7455_9",0.44973597438718643
"6396_4",0.494620386560876
"1223_8",0.5317201089964285
"8556_1",0.550857810980881
"6108_8",0.7058755265875064
"11690_1",0.5041461089025724
"3778_9",0.4639230276933322
"3627_4",0.39157846150877273
"8256_4",0.5191154712612623
"533_1",0.4079667075730962
"5235_4",0.5002976874994017
"621_2",0.5673689774813012
"5365_1",0.49220243670013514
"8180_3",0.42534956108022887
"7396_7",0.5482749095991246
"9776_10",0.46417919038812344
"8175_10",0.48969652440215933
