id,sentiment
"12311_10",0.1362370864266177
"8348_2",0.8165476446796751
"5828_4",0.07326476047505819
"7186_2",0.6235997844336656
"12128_7",0.1695730854481205
"2913_8",0.4759676143121264
"4396_1",0.7452069443934114
"395_2",0.9085760578836872
"10616_1",0.5151773071516293
"9074_9",0.9924830385776287
"9252_3",0.9644067816127333
"9896_9",0.5793866704082425
"574_4",0.6037276804026676
"11182_8",0.35171590513386175
"11656_4",0.0010199533020375966
"2322_4",0.7620271494668375
"8703_1",0.7141801397033597
"7483_1",0.07951124483257546
"6007_10",0.7627077257816129
"12424_4",0.8909706614855213
"4672_1",0.3911521640308938
"10841_3",0.48027565162875324
"8954_7",0.5636427119782936
"7392_1",0.14793146328882167
"10288_8",0.7022946074655272
"5343_4",0.8681366132048837
"4950_1",0.8089325216075944
"9257_4",0.40287680504679574
"8689_3",0.5076701652003274
"4480_2",0.6185168820463913
"9286_10",0.1281572969962597
"12245_10",0.072101422316002
"7529_7",0.9495552325185229
"4_4",0.140047720932247
"5299_2",0.8946132325384537
"12077_8",0.9934160638780393
"10701_2",0.25870045114565743
"11579_1",0.02981340348764517
"10993_1",0.8804401675263734
"8913_1",0.7698427481836136
"1350_3",0.6482653555692727
"3804_2",0.23120959027220764
"5025_3",0.6955505046858161
"5170_8",0.6333077178455161
"8225_8",0.808127280126874
"6427_7",0.3569909158402065
"3165_3",0.5193671921886474
"7902_9",0.5700286879025407
"8208_3",0.6886420106568074
"3577_8",0.011306966216601487
"4865_1",0.12352915139069061
"9063_3",0.10791695582341021
"1106_1",0.3474737833616812
"1117_9",0.039734145258625765
"1050_4",0.31012734637972866
"10755_9",0.023115948860637867
"2729_8",0.959621926641266
"10072_10",0.45562860430275265
"2904_7",0.10858710518636847
"4584_2",0.3457674255527328
"189_4",0.8703010941923214
"6302_4",0.033022584177795335
"8138_9",0.8008779135772169
"1262_1",0.6252802966587172
"2199_10",0.9918584787796957
"6551_7",0.9833368183131849
"8082_7",0.8757607050637508
"4897_8",0.996280841366552
"7360_1",2.1926290919508715e-05
"11012_10",0.36909925181068276
"12046_1",0.8556439383196363
"2331_2",0.7730752335621022
"8961_9",0.25224975343944356
"751_7",0.7288437866357446
"9884_10",0.8339647424829482
"10016_8",0.10089694907118894
"8023_10",0.9895134877442564
"2628_1",0.855158808288846
"5832_1",0.9733570730011728
"7302_1",0.08010594202746314
"4501_3",0.063060831263908
"1121_7",0.22793498660082537
"8334_3",0.8971873908469715
"9789_10",0.9763053838662838
"4230_10",0.39980547621550394
"824_4",0.9969132277708236
"6803_9",0.8167831772431233
"3086_7",0.15670405967193748
"1135_8",0.18767567861102022
"10136_1",0.042440218577882126
"11129_3",0.8878191504206893
"2072_8",0.9561703953004692
"9501_7",0.5554935478597147
"319_10",0.9529907304582529
"1693_7",0.9500010549544898
"10886_1",0.018662359861109954
"9406_8",0.30276715817476946
"10376_10",0.12527208110462895
"9902_1",0.6961380057133438
"9938_8",0.4501139246239109
"7080_9",0.29668358583084914
"11944_8",0.55237041103671
"5249_1",0.12593647209304235
"9599_2",0.4483603116671837
"9620_1",0.46944407478431327
"11244_1",0.9769013141590527
"6841_10",0.841228446763391
"10050_4",0.8973639630411608
"10512_9",0.7450176839872682
"11327_3",0.9676949794685272
"10681_8",0.16451239551072422
"808_3",0.39256637745046774
"546_7",0.3721261659758447
"10765_1",0.8845464844657988
"7189_9",0.43252362452696286
"6005_9",0.9175667749927447
"11915_9",0.5370392694624295
"5740_10",0.4020716911551015
"7097_10",0.005204463444312729
"9573_10",0.46605627745942424
"5084_4",0.5105382275787189
"12332_7",0.5991233653550436
"8154_1",0.1561643628288929
"5610_1",0.6207973544316204
"5323_9",0.07000607229999403
"11034_8",0.05021316701379438
"3977_2",0.4187329725689673
"12380_7",0.4961211643146647
"1737_8",0.17759336772312345
"6030_9",0.8851416178497857
"5918_7",0.11810294216493772
"7061_9",0.46744467950229884
"266_8",0.08102930442695551
"1375_10",0.6396222033040225
"8648_3",0.4511377313448585
"10146_10",0.6498314955926594
"4578_10",0.4756589079832319
"4685_8",0.11342118514401613
"11843_9",0.898590861907286
"5467_10",0.84845253336815
"10140_10",0.33678789833614936
"7721_8",0.48559312287646544
"11208_10",0.6059567973403192
"1063_10",0.07092552303169392
"8260_10",0.9571150757477921
"3182_9",0.9253382064858197
"2797_8",0.6707608344125028
"7613_2",0.8669032061332859
"11624_4",0.497162155306605
"4847_10",0.37942061635613217
"10684_7",0.08077174610311262
"6312_1",0.9533564588923341
"4925_3",0.1895606111656081
"4125_1",0.2833821066103947
"2394_10",0.9911813844318927
"12105_10",0.3496817612907677
"7812_1",0.41523204945440173
"1061_8",0.1428275385226697
"9343_3",0.02573840789731183
"7696_10",0.7590418831529473
"9355_10",0.006682008466831191
"782_9",0.28408350384904185
"9882_10",0.24065152150989283
"10642_10",0.3332700031880267
"7410_2",0.9605434884472088
"9591_4",0.12008454024725579
"11902_3",0.013022935994577703
"3495_7",0.5316171915323546
"6733_1",0.4872818926660273
"4552_1",0.30696748114228484
"6722_1",0.3663370062270892
"188_10",0.7350129685189427
"5099_10",0.5164106605872609
"10313_1",0.35247779306732735
"6756_9",0.21912817971665974
"6622_2",0.04784116104928704
"4807_10",0.9027069364716589
"7173_3",0.528239855379104
"11321_8",0.5636222648081416
"7909_9",0.15156547336773651
"8012_7",0.4001696896342504
"8615_4",0.8550450981500565
"8117_10",0.8243886786555998
"1892_10",0.3274189389884555
"4617_1",0.5117795705062169
"1893_8",0.7233142160839888
"5435_1",0.004033136186096357
"162_3",0.24597504761206568
"6516_10",0.08520335471218517
"11588_7",0.984208395645724
"2006_1",0.09429190502822833
"1594_4",0.06439524306079891
"1472_1",0.5469815466118048
"3647_1",0.8536027111709582
"174_7",0.3137846216216348
"5539_7",0.8268571324598488
"3384_10",0.3914427233145017
"3811_4",0.8744393272245452
"4079_8",0.511606815933639
"1179_7",0.34825951579366954
"3069_9",0.2221707903047454
"3769_8",0.8430126164690765
"9247_10",0.03968289678055597
"10434_1",0.44594827329103315
"1147_10",0.9453010854478401
"5344_7",0.060531922393079314
"8073_10",0.9720984286952514
"7833_3",0.34800643185803287
"8370_1",0.7256116087571147
"9007_8",0.4388516145022684
"6624_7",0.5391370991339941
"6683_3",0.49468813493476266
"12275_7",0.4842163834745248
"11927_8",0.5111684720122684
"1560_10",0.5002555370219354
"1325_9",0.17910469518305397
"3548_8",0.19863348861968808
"607_1",0.04938521650776376
"6702_7",0.07613672420135022
"5702_3",0.002913454318051626
"11345_8",0.6718212641609539
"3428_4",0.9804796810339508
"7209_9",0.6923820077832027
"8425_8",0.9042271816143924
"3087_1",0.4062830773281658
"1119_8",0.47629161849308116
"5715_3",0.19880343467398778
"8645_1",0.006468256769848196
"2149_3",0.6923712832440326
"10403_10",0.04925298896049772
"5628_1",0.02769810544705481
"5570_10",0.32037140877014497
"1613_3",0.9113138685536198
"1454_4",0.9667961027420189
"5094_3",0.010719905726667122
"7982_1",0.6109058308652089
"6894_2",0.06407158502273134
"6554_1",0.4282200943016587
"4721_3",0.9726364594105171
"6904_4",0.4508906644886118
"893_8",0.9175516794231094
"4605_4",0.12364175886333352
"11516_7",0.06727933736673238
"11718_7",0.7068722031161558
"5956_1",0.024892622064371032
"7455_9",0.4025112326028444
"6396_4",0.3599800924223685
"1223_8",0.27083136992132234
"8556_1",0.9922294806420862
"6108_8",0.011246786745213436
"11690_1",0.024726292597222557
"3778_9",0.5271737318215655
"3627_4",0.005836199193937247
"8256_4",0.9948502777806186
"533_1",0.10673729922113212
"5235_4",0.999509628478592
"621_2",0.5521140773954588
"5365_1",0.46547833659087506
"8180_3",0.26355412817118795
"7396_7",0.21853626945563437
"9776_10",0.8241703581766783
"8175_10",0.4561706302707797
"3128_1",0.4856632304558014
"4606_1",0.3846743179888616
"6158_2",0.015423570067625752
"3281_10",0.6099226149943167
"4723_4",0.27553919177859726
